GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Entando K8S Operator Common Library,org.entando.kubernetes.controller.database,ExternalDatabaseDeployment,0,13,0,0,0,5,0,2,0,2
Entando K8S Operator Common Library,org.entando.kubernetes.controller.database,EntandoDatabaseServiceController,5,19,0,0,2,6,1,3,1,3
Entando K8S Operator Common Library,org.entando.kubernetes.controller.database,DatabaseDeployable,0,183,0,0,0,29,0,10,0,10
Entando K8S Operator Common Library,org.entando.kubernetes.controller.database,DatabaseDeployable.DatabaseContainer,13,44,0,0,0,14,1,7,1,7
Entando K8S Operator Common Library,org.entando.kubernetes.controller.database,DatabaseServiceResult,0,40,0,0,0,10,0,6,0,6
Entando K8S Operator Common Library,org.entando.kubernetes.controller.database,DatabaseSchemaCreationResult,0,91,0,2,0,21,0,12,0,11
Entando K8S Operator Common Library,org.entando.kubernetes.controller,OperatorScope,29,0,0,0,3,0,2,0,2,0
Entando K8S Operator Common Library,org.entando.kubernetes.controller,EntandoControllerException,4,0,0,0,2,0,1,0,1,0
Entando K8S Operator Common Library,org.entando.kubernetes.controller,ServiceDeploymentResult,258,7,24,0,28,3,31,1,19,1
Entando K8S Operator Common Library,org.entando.kubernetes.controller,SecurityMode,0,29,0,0,0,3,0,2,0,2
Entando K8S Operator Common Library,org.entando.kubernetes.controller,PodResult.State,0,44,0,0,0,2,0,1,0,1
Entando K8S Operator Common Library,org.entando.kubernetes.controller,KeycloakClientConfig,0,89,0,0,0,22,0,11,0,11
Entando K8S Operator Common Library,org.entando.kubernetes.controller,SecretBasedCredentials,8,33,1,1,1,5,1,4,0,4
Entando K8S Operator Common Library,org.entando.kubernetes.controller,EntandoImageResolver,0,112,0,6,0,27,0,10,0,7
Entando K8S Operator Common Library,org.entando.kubernetes.controller,DeployCommand,24,435,6,22,4,81,6,24,0,16
Entando K8S Operator Common Library,org.entando.kubernetes.controller,PropertyResolution,6,102,2,4,2,26,2,11,0,10
Entando K8S Operator Common Library,org.entando.kubernetes.controller,KeycloakConnectionConfig,0,3,0,0,0,1,0,1,0,1
Entando K8S Operator Common Library,org.entando.kubernetes.controller,KubeUtils,24,114,0,0,5,22,1,8,1,8
Entando K8S Operator Common Library,org.entando.kubernetes.controller,EntandoOperatorConfigBase,3,90,1,9,2,18,2,10,1,6
Entando K8S Operator Common Library,org.entando.kubernetes.controller,PodResult,23,243,7,29,4,39,7,29,0,18
Entando K8S Operator Common Library,org.entando.kubernetes.controller,EntandoOperatorConfig,12,119,1,3,3,20,4,15,3,14
Entando K8S Operator Common Library,org.entando.kubernetes.controller,AbstractServiceResult,0,38,0,0,0,6,0,4,0,4
Entando K8S Operator Common Library,org.entando.kubernetes.controller,EntandoOperatorConfigProperty,0,246,0,0,0,26,0,3,0,3
Entando K8S Operator Common Library,org.entando.kubernetes.controller,FluentTernary,0,31,0,2,0,8,0,6,0,5
Entando K8S Operator Common Library,org.entando.kubernetes.controller,AutoExit,7,10,1,1,3,5,2,2,1,2
Entando K8S Operator Common Library,org.entando.kubernetes.controller,AbstractDbAwareController,78,263,10,16,12,60,11,13,2,9
Entando K8S Operator Common Library,org.entando.kubernetes.controller.common,CreateExternalServiceCommand,95,218,12,4,24,46,10,7,2,7
Entando K8S Operator Common Library,org.entando.kubernetes.controller.common,EntandoDatabaseConsumingContainer.EntandoAppDatabasePopulator,0,30,0,0,0,7,0,4,0,4
Entando K8S Operator Common Library,org.entando.kubernetes.controller.common,InfrastructureConfig,65,0,2,0,13,0,10,0,9,0
Entando K8S Operator Common Library,org.entando.kubernetes.controller.common,KeycloakConnectionSecret,0,13,0,0,0,5,0,3,0,3
Entando K8S Operator Common Library,org.entando.kubernetes.controller.common,ControllerExecutor,108,392,6,6,18,75,9,17,3,17
Entando K8S Operator Common Library,org.entando.kubernetes.controller.common,TlsHelper,25,255,5,9,7,49,5,22,0,20
Entando K8S Operator Common Library,org.entando.kubernetes.controller.common,EntandoDatabaseConsumingContainer,0,124,0,0,0,18,0,8,0,8
Entando K8S Operator Common Library,org.entando.kubernetes.controller.spi,KeycloakAware,0,67,0,0,0,11,0,1,0,1
Entando K8S Operator Common Library,org.entando.kubernetes.controller.spi,SpringBootDeployableContainer,0,112,1,1,0,19,1,4,0,4
Entando K8S Operator Common Library,org.entando.kubernetes.controller.spi,DbAwareDeployable,1,26,1,1,0,3,1,2,0,2
Entando K8S Operator Common Library,org.entando.kubernetes.controller.spi,Deployable,0,2,0,0,0,1,0,1,0,1
Entando K8S Operator Common Library,org.entando.kubernetes.controller.spi,TlsAware,0,12,0,0,0,3,0,1,0,1
Entando K8S Operator Common Library,org.entando.kubernetes.controller.spi,KubernetesPermission,0,22,0,0,0,8,0,4,0,4
Entando K8S Operator Common Library,org.entando.kubernetes.controller.spi,IngressingDeployable,0,28,0,0,0,6,0,3,0,3
Entando K8S Operator Common Library,org.entando.kubernetes.controller.spi,DeployableContainer,0,9,0,0,0,5,0,5,0,5
