GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Entando K8S Operator Common Library,org.entando.kubernetes.controller.database,DbmsVendorStrategy,0,109,0,0,0,22,0,12,0,12
Entando K8S Operator Common Library,org.entando.kubernetes.controller.database,JdbcConnectionStringBuilder,36,57,2,2,3,18,4,11,2,11
Entando K8S Operator Common Library,org.entando.kubernetes.controller.database,ExternalDatabaseDeployment,0,13,0,0,0,5,0,2,0,2
Entando K8S Operator Common Library,org.entando.kubernetes.controller.database,DatabaseDeployable,13,169,0,0,2,26,1,9,1,9
Entando K8S Operator Common Library,org.entando.kubernetes.controller.database,DatabaseDeployable.DatabaseContainer,13,44,0,0,0,14,1,7,1,7
Entando K8S Operator Common Library,org.entando.kubernetes.controller.database,DbmsVendorStrategy.1.new JdbcConnectionStringBuilder() {...},26,0,0,0,2,0,2,0,2,0
Entando K8S Operator Common Library,org.entando.kubernetes.controller.database,DatabaseServiceResult,0,90,0,0,0,22,0,10,0,10
Entando K8S Operator Common Library,org.entando.kubernetes.controller.database,DatabaseSchemaCreationResult,3,63,1,1,1,16,1,8,0,8
Entando K8S Operator Common Library,org.entando.kubernetes.controller.database,DbmsVendorStrategy.2.new JdbcConnectionStringBuilder() {...},0,26,0,0,0,2,0,2,0,2
Entando K8S Operator Common Library,org.entando.kubernetes.controller.database,DbmsVendorStrategy.new DbmsVendorStrategy() {...},7,12,0,0,2,1,2,1,2,1
Entando K8S Operator Common Library,org.entando.kubernetes.controller.database,EntandoDatabaseServiceController,24,0,0,0,8,0,4,0,4,0
Entando K8S Operator Common Library,org.entando.kubernetes.controller.database,DbmsVendorStrategy.new DbmsVendorStrategy() {...},5,12,0,0,1,1,1,1,1,1
Entando K8S Operator Common Library,org.entando.kubernetes.controller.database,DbmsVendorStrategy.new DbmsVendorStrategy() {...},0,17,0,0,0,2,0,2,0,2
Entando K8S Operator Common Library,org.entando.kubernetes.controller.database,DbmsVendorStrategy.3.new JdbcConnectionStringBuilder() {...},26,0,0,0,2,0,2,0,2,0
Entando K8S Operator Common Library,org.entando.kubernetes.controller,EntandoControllerException,4,0,0,0,2,0,1,0,1,0
Entando K8S Operator Common Library,org.entando.kubernetes.controller,ServiceDeploymentResult,258,7,24,0,28,3,31,1,19,1
Entando K8S Operator Common Library,org.entando.kubernetes.controller,SecurityMode,0,29,0,0,0,3,0,2,0,2
Entando K8S Operator Common Library,org.entando.kubernetes.controller,PodResult.State,0,44,0,0,0,2,0,1,0,1
Entando K8S Operator Common Library,org.entando.kubernetes.controller,DeployCommand,39,420,7,21,7,78,7,23,0,16
Entando K8S Operator Common Library,org.entando.kubernetes.controller,PropertyResolution,6,102,2,4,2,26,2,11,0,10
Entando K8S Operator Common Library,org.entando.kubernetes.controller,PodResult,29,237,8,28,4,39,9,27,1,17
Entando K8S Operator Common Library,org.entando.kubernetes.controller,EntandoOperatorConfigProperty,0,279,0,0,0,29,0,3,0,3
Entando K8S Operator Common Library,org.entando.kubernetes.controller,FluentTernary,1,30,1,1,0,8,1,5,0,5
Entando K8S Operator Common Library,org.entando.kubernetes.controller,KeycloakClientConfig,0,89,0,0,0,22,0,11,0,11
Entando K8S Operator Common Library,org.entando.kubernetes.controller,SecretBasedCredentials,13,28,1,1,1,5,2,3,1,3
Entando K8S Operator Common Library,org.entando.kubernetes.controller,EntandoImageResolver,0,112,0,6,0,27,0,10,0,7
Entando K8S Operator Common Library,org.entando.kubernetes.controller,KeycloakConnectionConfig,0,3,0,0,0,1,0,1,0,1
Entando K8S Operator Common Library,org.entando.kubernetes.controller,KubeUtils,24,114,0,0,5,22,1,8,1,8
Entando K8S Operator Common Library,org.entando.kubernetes.controller,EntandoOperatorConfigBase,3,90,1,9,2,18,2,10,1,6
Entando K8S Operator Common Library,org.entando.kubernetes.controller,EntandoOperatorConfig,41,107,1,3,6,20,9,13,8,12
Entando K8S Operator Common Library,org.entando.kubernetes.controller,AbstractServiceResult,0,38,0,0,0,6,0,4,0,4
Entando K8S Operator Common Library,org.entando.kubernetes.controller,AutoExit,7,10,1,1,3,5,2,2,1,2
Entando K8S Operator Common Library,org.entando.kubernetes.controller,AbstractDbAwareController,100,268,18,16,15,60,16,13,3,9
Entando K8S Operator Common Library,org.entando.kubernetes.controller.common,CreateExternalServiceCommand,41,278,9,7,11,59,8,9,1,8
Entando K8S Operator Common Library,org.entando.kubernetes.controller.common,EntandoDatabaseConsumingContainer.EntandoAppDatabasePopulator,30,0,0,0,7,0,4,0,4,0
Entando K8S Operator Common Library,org.entando.kubernetes.controller.common,InfrastructureConfig,65,0,2,0,13,0,10,0,9,0
Entando K8S Operator Common Library,org.entando.kubernetes.controller.common,TlsHelper,66,214,8,6,11,45,11,16,5,15
Entando K8S Operator Common Library,org.entando.kubernetes.controller.common,KeycloakConnectionSecret,0,13,0,0,0,5,0,3,0,3
Entando K8S Operator Common Library,org.entando.kubernetes.controller.common,ControllerExecutor,108,397,6,6,18,75,9,17,3,17
Entando K8S Operator Common Library,org.entando.kubernetes.controller.common,EntandoDatabaseConsumingContainer,117,0,0,0,17,0,8,0,8,0
Entando K8S Operator Common Library,org.entando.kubernetes.controller.spi,DbAwareDeployable,1,26,1,1,0,3,1,2,0,2
Entando K8S Operator Common Library,org.entando.kubernetes.controller.spi,Deployable,0,4,0,0,0,2,0,2,0,2
Entando K8S Operator Common Library,org.entando.kubernetes.controller.spi,KeycloakAware,0,67,0,0,0,11,0,1,0,1
Entando K8S Operator Common Library,org.entando.kubernetes.controller.spi,SpringBootDeployableContainer,0,119,1,1,0,21,1,4,0,4
Entando K8S Operator Common Library,org.entando.kubernetes.controller.spi,TlsAware,0,12,0,0,0,3,0,1,0,1
Entando K8S Operator Common Library,org.entando.kubernetes.controller.spi,KubernetesPermission,0,22,0,0,0,8,0,4,0,4
Entando K8S Operator Common Library,org.entando.kubernetes.controller.spi,IngressingDeployable,0,28,0,0,0,6,0,3,0,3
Entando K8S Operator Common Library,org.entando.kubernetes.controller.spi,DeployableContainer,0,9,0,0,0,5,0,5,0,5
Entando K8S Operator Common Library,org.entando.kubernetes.controller.spi,SpringBootDeployableContainer.SpringProperty,0,74,0,0,0,8,0,1,0,1
