GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Entando Component Manager,org.entando.kubernetes.service.digitalexchange,BundleUtilities,3,53,1,7,1,7,2,5,1,2
Entando Component Manager,org.entando.kubernetes.model.web.exception,NotFoundException,11,0,0,0,4,0,2,0,2,0
Entando Component Manager,org.entando.kubernetes.model.web.exception,ConflictException,11,0,0,0,4,0,2,0,2,0
Entando Component Manager,org.entando.kubernetes.model.web.exception,InternalServerException,11,0,0,0,4,0,2,0,2,0
Entando Component Manager,org.entando.kubernetes.model.web.exception,BadRequestException,20,0,0,0,8,0,4,0,4,0
Entando Component Manager,org.entando.kubernetes.model.web.exception,ValidationErrorResponse,62,0,2,0,16,0,6,0,5,0
Entando Component Manager,org.entando.kubernetes.model.web.exception,HttpException,31,0,0,0,12,0,3,0,3,0
Entando Component Manager,org.entando.kubernetes.model.web.exception,UnprocessableEntityException,11,0,0,0,4,0,2,0,2,0
Entando Component Manager,org.entando.kubernetes.model.bundle.processor,AssetProcessor.DirectoryInstallable,0,30,0,0,0,9,0,5,0,5
Entando Component Manager,org.entando.kubernetes.model.bundle.processor,FragmentProcessor,0,75,1,5,0,16,1,6,0,4
Entando Component Manager,org.entando.kubernetes.model.bundle.processor,WidgetProcessor,0,83,1,7,0,17,1,7,0,4
Entando Component Manager,org.entando.kubernetes.model.bundle.processor,PageModelProcessor.PageModelInstallable,0,33,0,0,0,9,0,5,0,5
Entando Component Manager,org.entando.kubernetes.model.bundle.processor,CmsProcessor.ContentTypeInstallable,0,33,0,0,0,9,0,5,0,5
Entando Component Manager,org.entando.kubernetes.model.bundle.processor,LabelProcessor.LabelInstallable,0,33,0,0,0,9,0,5,0,5
Entando Component Manager,org.entando.kubernetes.model.bundle.processor,AssetProcessor.AssetInstallable,0,45,0,0,0,9,0,5,0,5
Entando Component Manager,org.entando.kubernetes.model.bundle.processor,FragmentProcessor.FragmentInstallable,0,33,0,0,0,9,0,5,0,5
Entando Component Manager,org.entando.kubernetes.model.bundle.processor,PluginProcessor.PluginInstallable,0,37,0,0,0,10,0,5,0,5
Entando Component Manager,org.entando.kubernetes.model.bundle.processor,LabelProcessor,0,59,1,5,0,12,1,6,0,4
Entando Component Manager,org.entando.kubernetes.model.bundle.processor,PluginProcessor,0,65,1,5,0,14,1,6,0,4
Entando Component Manager,org.entando.kubernetes.model.bundle.processor,CmsProcessor.ContentModelInstallable,0,33,0,0,0,9,0,5,0,5
Entando Component Manager,org.entando.kubernetes.model.bundle.processor,AssetProcessor,1,114,1,7,1,19,2,6,1,3
Entando Component Manager,org.entando.kubernetes.model.bundle.processor,ComponentProcessor,0,8,0,0,0,1,0,1,0,1
Entando Component Manager,org.entando.kubernetes.model.bundle.processor,CmsProcessor,0,138,3,15,0,28,3,10,0,4
Entando Component Manager,org.entando.kubernetes.model.bundle.processor,PageModelProcessor,0,79,1,7,0,16,1,7,0,4
Entando Component Manager,org.entando.kubernetes.model.bundle.processor,WidgetProcessor.WidgetInstallable,0,33,0,0,0,9,0,5,0,5
Entando Component Manager,org.entando.kubernetes.service,KubernetesService,56,107,1,1,11,27,6,9,5,9
Entando Component Manager,org.entando.kubernetes.model.bundle.installable,Installable,7,29,0,0,3,9,0,5,0,5
Entando Component Manager,org.entando.kubernetes.model.web,ResilientListWrapper,46,0,4,0,11,0,5,0,3,0
Entando Component Manager,org.entando.kubernetes.model.web,ResilientPagedMetadata,26,0,2,0,7,0,3,0,2,0
Entando Component Manager,org.entando.kubernetes.client.k8ssvc,DefaultK8SServiceClient.new ParameterizedTypeReference() {...},0,6,0,0,0,1,0,1,0,1
Entando Component Manager,org.entando.kubernetes.client.k8ssvc,DefaultK8SServiceClient.new ParameterizedTypeReference() {...},0,6,0,0,0,1,0,1,0,1
Entando Component Manager,org.entando.kubernetes.client.k8ssvc,DefaultK8SServiceClient.new ParameterizedTypeReference() {...},6,0,0,0,1,0,1,0,1,0
Entando Component Manager,org.entando.kubernetes.client.k8ssvc,DefaultK8SServiceClient.new ParameterizedTypeReference() {...},6,0,0,0,1,0,1,0,1,0
Entando Component Manager,org.entando.kubernetes.client.k8ssvc,DefaultK8SServiceClient.new ParameterizedTypeReference() {...},6,0,0,0,1,0,1,0,1,0
Entando Component Manager,org.entando.kubernetes.client.k8ssvc,DefaultK8SServiceClient.new ParameterizedTypeReference() {...},6,0,0,0,1,0,1,0,1,0
Entando Component Manager,org.entando.kubernetes.client.k8ssvc,DefaultK8SServiceClient,477,256,15,5,76,56,25,9,15,9
Entando Component Manager,org.entando.kubernetes.controller.plugin,PluginController,8,79,0,2,1,22,0,7,0,6
Entando Component Manager,org.entando.kubernetes.exception.k8ssvc,DeploymentNotFoundException,5,0,0,0,2,0,2,0,2,0
Entando Component Manager,org.entando.kubernetes.exception.k8ssvc,BundleNotFoundException,0,16,0,0,0,5,0,3,0,3
Entando Component Manager,org.entando.kubernetes.exception.k8ssvc,K8SServiceClientException,19,4,0,0,8,2,4,1,4,1
Entando Component Manager,org.entando.kubernetes.exception.k8ssvc,PluginNotFoundException,0,5,0,0,0,2,0,2,0,2
Entando Component Manager,org.entando.kubernetes.exception.k8ssvc,PluginAlreadyDeployedException,5,0,0,0,2,0,2,0,2,0
Entando Component Manager,org.entando.kubernetes.model.bundle.descriptor,WidgetDescriptor,0,3,0,0,0,1,0,1,0,1
Entando Component Manager,org.entando.kubernetes.model.bundle.descriptor,WidgetDescriptor.ConfigUIDescriptor,0,3,0,0,0,1,0,1,0,1
Entando Component Manager,org.entando.kubernetes.model.bundle.descriptor,FragmentDescriptor,0,3,0,0,0,1,0,1,0,1
Entando Component Manager,org.entando.kubernetes.model.bundle.descriptor,OgnlValidation,0,3,0,0,0,1,0,1,0,1
Entando Component Manager,org.entando.kubernetes.model.bundle.descriptor,ContentTypeValidationRule,0,3,0,0,0,1,0,1,0,1
Entando Component Manager,org.entando.kubernetes.model.bundle.descriptor,ContentTypeAttribute,0,3,0,0,0,1,0,1,0,1
Entando Component Manager,org.entando.kubernetes.model.bundle.descriptor,ContentModelDescriptor,0,3,0,0,0,1,0,1,0,1
Entando Component Manager,org.entando.kubernetes.model.bundle.descriptor,ContentTypeDescriptor,0,3,0,0,0,1,0,1,0,1
Entando Component Manager,org.entando.kubernetes.model.bundle.descriptor,Role,0,3,0,0,0,1,0,1,0,1
Entando Component Manager,org.entando.kubernetes.model.bundle.descriptor,PageModelDescriptor,0,3,0,0,0,1,0,1,0,1
Entando Component Manager,org.entando.kubernetes.controller.digitalexchange.job,DigitalExchangeInstallResourceController,0,90,0,0,0,22,0,7,0,7
Entando Component Manager,org.entando.kubernetes.controller,ExceptionController,0,64,1,5,0,18,1,5,0,3
Entando Component Manager,org.entando.kubernetes.service.digitalexchange.component,DigitalExchangeComponentsServiceImpl,0,137,0,2,0,30,0,6,0,5
Entando Component Manager,org.entando.kubernetes.service.digitalexchange.component,DigitalExchangeComponentListProcessor,180,0,20,0,28,0,42,0,24,0
Entando Component Manager,org.entando.kubernetes,EntandoKubernetesJavaApplication,5,3,0,0,2,1,1,1,1,1
Entando Component Manager,org.entando.kubernetes.model.web.response,SimpleRestResponse,21,7,0,0,5,4,2,2,2,2
Entando Component Manager,org.entando.kubernetes.model.web.response,BaseMapModel,28,0,2,0,7,0,4,0,3,0
Entando Component Manager,org.entando.kubernetes.model.web.response,RestResponse,14,29,0,0,5,10,2,3,2,3
Entando Component Manager,org.entando.kubernetes.model.web.response,PagedRestResponse,10,6,0,0,4,2,2,1,2,1
Entando Component Manager,org.entando.kubernetes.model.web.response,EntandoEntity,7,0,0,0,4,0,2,0,2,0
Entando Component Manager,org.entando.kubernetes.model.web.response,PagedMetadata,167,28,4,0,35,10,8,2,6,2
Entando Component Manager,org.entando.kubernetes.service.digitalexchange.job,DigitalExchangeInstallService,97,539,6,14,20,115,8,33,3,28
Entando Component Manager,org.entando.kubernetes.service.digitalexchange.job,DigitalExchangeUninstallService,118,306,6,12,17,63,12,23,6,20
Entando Component Manager,org.entando.kubernetes.model.digitalexchange,DigitalExchangeJobComponent,0,4,0,0,0,2,0,1,0,1
Entando Component Manager,org.entando.kubernetes.model.digitalexchange,DigitalExchangeJob,0,4,0,0,0,2,0,1,0,1
Entando Component Manager,org.entando.kubernetes.model.digitalexchange,JobStatus,0,84,0,0,0,9,0,1,0,1
Entando Component Manager,org.entando.kubernetes.model.digitalexchange,JobType,0,170,0,0,0,12,0,4,0,4
Entando Component Manager,org.entando.kubernetes.model.digitalexchange,ComponentType,0,84,0,0,0,9,0,1,0,1
Entando Component Manager,org.entando.kubernetes.client.digitalexchange,DigitalExchangeCall,17,0,2,0,5,0,4,0,3,0
Entando Component Manager,org.entando.kubernetes.client.digitalexchange,PagedListRequestUriBuilder,167,0,4,0,20,0,6,0,4,0
Entando Component Manager,org.entando.kubernetes.client.digitalexchange,DigitalExchangesClientImpl,93,0,0,0,17,0,9,0,9,0
Entando Component Manager,org.entando.kubernetes.client.digitalexchange,PagedDigitalExchangeCall,173,0,10,0,36,0,13,0,8,0
Entando Component Manager,org.entando.kubernetes.client.digitalexchange,DigitalExchangeBaseCall,61,0,2,0,20,0,8,0,7,0
Entando Component Manager,org.entando.kubernetes.client.digitalexchange,DigitalExchangeRestTemplateFactoryImpl,130,0,8,0,37,0,13,0,9,0
Entando Component Manager,org.entando.kubernetes.client.digitalexchange,DigitalExchangeCallExecutor,65,0,2,0,13,0,5,0,4,0
Entando Component Manager,org.entando.kubernetes.client.digitalexchange,DigitalExchangeBaseCallExecutor,210,0,4,0,38,0,10,0,8,0
Entando Component Manager,org.entando.kubernetes.client.digitalexchange,SimpleDigitalExchangeCall,36,0,4,0,7,0,6,0,4,0
Entando Component Manager,org.entando.kubernetes.client.digitalexchange,DigitalExchangeStreamCallExecutor,45,0,2,0,10,0,4,0,3,0
Entando Component Manager,org.entando.kubernetes.service.digitalexchange.signature,SignatureMatchingException,4,0,0,0,2,0,1,0,1,0
Entando Component Manager,org.entando.kubernetes.service.digitalexchange.signature,SignatureUtil,36,193,0,4,12,51,0,12,0,10
Entando Component Manager,org.entando.kubernetes.exception.job,JobConflictException,19,6,0,0,8,3,4,2,4,2
Entando Component Manager,org.entando.kubernetes.exception.job,JobExecutionException,9,0,0,0,4,0,2,0,2,0
Entando Component Manager,org.entando.kubernetes.exception.job,JobCorruptedException,25,0,0,0,11,0,6,0,6,0
Entando Component Manager,org.entando.kubernetes.exception.job,JobNotFoundException,5,0,0,0,2,0,2,0,2,0
Entando Component Manager,org.entando.kubernetes.exception.job,JobPackageException,57,0,0,0,14,0,5,0,5,0
Entando Component Manager,org.entando.kubernetes.model.entandocore,EntandoCoreSketchDescriptor,0,23,0,0,0,6,0,1,0,1
Entando Component Manager,org.entando.kubernetes.model.entandocore,EntandoCoreFolder,0,9,0,0,0,4,0,1,0,1
Entando Component Manager,org.entando.kubernetes.model.entandocore,EntandoCoreContentModel,0,19,0,0,0,6,0,1,0,1
Entando Component Manager,org.entando.kubernetes.model.entandocore,EntandoCoreFrameDescriptor,0,25,0,0,0,7,0,1,0,1
Entando Component Manager,org.entando.kubernetes.model.entandocore,EntandoCoreFragment,0,11,0,0,0,4,0,1,0,1
Entando Component Manager,org.entando.kubernetes.model.entandocore,EntandoCorePageModelConfiguration,0,13,0,0,0,5,0,1,0,1
Entando Component Manager,org.entando.kubernetes.model.entandocore,EntandoCorePageModel,0,30,0,0,0,8,0,1,0,1
Entando Component Manager,org.entando.kubernetes.model.entandocore,EntandoCoreWidget,0,47,0,2,0,11,0,2,0,1
Entando Component Manager,org.entando.kubernetes.controller.digitalexchange.component,DigitalExchangeComponentsController,0,24,0,0,0,6,0,1,0,1
Entando Component Manager,org.entando.kubernetes.exception,UnsetEnvVarsException,11,0,0,0,5,0,3,0,3,0
Entando Component Manager,org.entando.kubernetes.exception,EntandoGeneralSignatureException,23,0,0,0,10,0,5,0,5,0
Entando Component Manager,org.entando.kubernetes.exception,EntandoComponentManagerException,16,7,0,0,6,4,3,2,3,2
Entando Component Manager,org.entando.kubernetes.exception,EntandoGeneralException,23,0,0,0,10,0,5,0,5,0
